seriec_179_esp.pdf in page 28:   '$9.032.00', '$300.000,00', '$78.09'
CtIDH_Casos_Esp_20170222.pdf in page 21285:   '$23.953,79', '$28.303,94', '$23.139,44', '$26.838,00', '$28.535,66', '$23.139,44', '$27.416,52', '$23.558,79', '$26.145,70', '$27.235,10', '$25.006,34', '$23.139,44', '$28.641,52', '$26.145,70', '$4.566,41', '$125,000', '$62.500,00', "$1'875"
CtIDH_Casos_Esp_20170222.pdf in page 21286:   '$29.070,00', '$38.155,00', '$20.000,00'
CtIDH_Casos_Esp_20170222.pdf in page 21294:   '$722.332,20'
CtIDH_Casos_Esp_20170222.pdf in page 21522:   '$453.102'
CtIDH_Casos_Esp_20170222.pdf in page 21523:   '$4.000'
CtIDH_Casos_Esp_20170222.pdf in page 21525:   '$453.102', '$4.000'
seriec_125_esp.pdf in page 98:   '$950.000,00'
seriec_125_esp.pdf in page 105:   '$25.668,86', '$5.500,00'
seriec_125_esp.pdf in page 106:   '$15.000,00'
seriec_150_esp.pdf in page 52:   '$2.260,46'
seriec_150_esp.pdf in page 54:   '$1.000,00'
seriec_150_esp.pdf in page 55:   '$25.000,00', '$1.000,00'
seriec_150_esp.pdf in page 62:   '$20.000,00', '$10.000,00'
seriec_075_esp.pdf in page 0:   '$9 5'
seriec_075_esp.pdf in page 3:   '$3F23'
seriec_075_esp.pdf in page 4:   '$759'
seriec_075_esp.pdf in page 5:   '$56"66', '$562"66', '$3+3', '$7592', '$759'
seriec_075_esp.pdf in page 6:   '$8"666', '$8,5', '$625'
seriec_075_esp.pdf in page 8:   '$759', '$7@2'
seriec_075_esp.pdf in page 9:   '$5<5', '$63˝5', '$5"3'
seriec_075_esp.pdf in page 13:   '$075$51', '$584', '$5:42'
seriec_075_esp.pdf in page 16:   '$5"42'
seriec_075_esp.pdf in page 17:   '$1;3'
seriec_075_esp.pdf in page 19:   '$075˘5', '$5K4', '$7942', '$7Q862'
seriec_075_esp.pdf in page 20:   '$3$0'
seriec_075_esp.pdf in page 21:   '$55Q5'
seriec_075_esp.pdf in page 25:   '$0˜3', '$569', '$99@23'
seriec_075_esp.pdf in page 26:   '$6˛2', '$575Q57'
seriec_075_esp.pdf in page 29:   '$20?5'
seriec_116_esp.pdf in page 71:   '$7.062,78', '$282.511,20', '$1.901.643,80', '$466.143,80', '$1.435.500,00'
seriec_116_esp.pdf in page 72:   '$11.204.530,00'
seriec_116_esp.pdf in page 73:   '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00'
seriec_116_esp.pdf in page 74:   '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$165.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00'
seriec_116_esp.pdf in page 75:   '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00'
seriec_116_esp.pdf in page 76:   '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$60.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00'
seriec_116_esp.pdf in page 77:   '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00'
seriec_116_esp.pdf in page 78:   '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00'
seriec_116_esp.pdf in page 79:   '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$905.000,00'
seriec_116_esp.pdf in page 81:   '$30.000,00', '$30.000,00', '$25.000,00'
seriec_116_esp.pdf in page 82:   '$11.204.530,00'
seriec_116_esp.pdf in page 85:   '$20.000,00'
seriec_116_esp.pdf in page 86:   '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$660.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00'
seriec_116_esp.pdf in page 87:   '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00'
seriec_116_esp.pdf in page 88:   '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$1.820.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$240.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00'
seriec_116_esp.pdf in page 89:   '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00'
seriec_116_esp.pdf in page 90:   '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00'
seriec_116_esp.pdf in page 91:   '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00', '$20.000,00'
seriec_116_esp.pdf in page 92:   '$20.000,00', '$20.000,00', '$20.000,00', '$3,620.000,00'
seriec_116_esp.pdf in page 99:   '$25.000,00'
seriec_116_esp.pdf in page 102:   '$55.000,00'
seriec_175_esp.pdf in page 2:   '$30.000', '$30.000'
seriec_110_esp.pdf in page 74:   '$100.000,00', '$100.000,00', '$100.000,00', '$100.000,00', '$40.500,00', '$40.500,00', '$240.500,00'
seriec_110_esp.pdf in page 85:   '$240.500,00'
seriec_110_esp.pdf in page 86:   '$500.000,00', '$30.000,00'
seriec_190_esp.pdf in page 6:   '$260,000.00', '$1,219.82'
seriec_190_esp.pdf in page 39:   '$11,97', '$5,421.31', '$180,21', '$213,67', '$869,74', '$4,157'
seriec_190_esp.pdf in page 41:   '$3,500', '$6,000.00'
seriec_095_esp.pdf in page 32:   '$1.500,00'
seriec_095_esp.pdf in page 35:   '$50,00', '$3.200,00'
seriec_095_esp.pdf in page 84:   '$600,00', '$1.000,00', '$15.000,00', '$7.000,00'
seriec_095_esp.pdf in page 91:   '$5.000,00', '$15.000,00'
seriec_095_esp.pdf in page 92:   '$50.000,00', '$25.000,00', '$15.000,00', '$20.000,00', '$5.000,00', '$10.000,00', '$2.000,00'
seriec_095_esp.pdf in page 93:   '$5.000,00', '$2.000,00', '$5.000,00'
seriec_095_esp.pdf in page 109:   '$46.800,00', '$45.700,00', '$6.579,90', '$75.000,00', '$1.000,00', '$10.000,00'
seriec_095_esp.pdf in page 112:   '$1.559.800,00', '$13.800,00', '$37.000,00', '$1.348.500,00'
seriec_095_esp.pdf in page 113:   '$29.000,00', '$131.500,00', '$3.921.500,00', '$555.000,00', '$35.000,00', '$90.000,00'
seriec_095_esp.pdf in page 114:   '$2.310.000,00', '$256.500,00', '$630.000,00', '$30.000,00', '$15.000,00'
seriec_095_esp.pdf in page 115:   '$75.000,00', '$10.000,00', '$1.000,00'
seriec_091_esp.pdf in page 1:   '$8;3'
seriec_091_esp.pdf in page 4:   '$8(1'
seriec_091_esp.pdf in page 5:   '$999', '$999'
seriec_091_esp.pdf in page 10:   '$99:5'
seriec_091_esp.pdf in page 13:   '$8$998', '$8$5'
seriec_091_esp.pdf in page 15:   '$998'
seriec_091_esp.pdf in page 16:   '$998"4'
seriec_091_esp.pdf in page 18:   '$998ˇ8'
seriec_091_esp.pdf in page 23:   '$99851'
seriec_091_esp.pdf in page 24:   '$9983', '$999'
seriec_091_esp.pdf in page 29:   '$8$5'
seriec_091_esp.pdf in page 33:   '$996'
seriec_091_esp.pdf in page 35:   '$999'
seriec_091_esp.pdf in page 36:   '$8;3', '$999'
seriec_091_esp.pdf in page 37:   '$99>3', '$99<63'
seriec_091_esp.pdf in page 41:   '$8$9983'
seriec_091_esp.pdf in page 43:   '$9G9', '$9G91'
seriec_091_esp.pdf in page 44:   '$998', '$9<9'
seriec_091_esp.pdf in page 46:   '$998', '$999'
seriec_091_esp.pdf in page 47:   '$8(5', '$938'
seriec_091_esp.pdf in page 49:   '$9J8', '$9(2'
seriec_091_esp.pdf in page 50:   '$999', '$9:9'
CtIDH_Casos_Esp_2010.pdf in page 442:   '$263,250.00'
CtIDH_Casos_Esp_2010.pdf in page 443:   '$900.00', '$450.00', '$157,950.00', '$29,057.00'
CtIDH_Casos_Esp_2010.pdf in page 444:   '$130,000.00', '$300,150.00', '$1,300.00', '$12,865.12', '$13,572.00'
CtIDH_Casos_Esp_2010.pdf in page 445:   '$75,000.00', '$70,000.00', '$40,000.00'
CtIDH_Casos_Esp_2010.pdf in page 446:   '$5,000.00'
CtIDH_Casos_Esp_2010.pdf in page 447:   '$700,000.00', '$250,000.00', '$100,000.00'
CtIDH_Casos_Esp_2010.pdf in page 448:   '$80,000.00', '$50,000.00', '$40,000.00', '$70,000.00'
CtIDH_Casos_Esp_2010.pdf in page 449:   '$90,000.00', '$1,697.00', '$3,000.00'
CtIDH_Casos_Esp_2010.pdf in page 450:   '$3,000.00', '$15,000.00', '$10,000.00'
CtIDH_Casos_Esp_2010.pdf in page 544:   '$60.000,00', '$8.000,00', '$1.000,00', '$37.000,00'
CtIDH_Casos_Esp_2010.pdf in page 545:   '$18.500,0', '$613.552,00'
CtIDH_Casos_Esp_2010.pdf in page 547:   '$3.517,14', '$23.584,05', '$250.00'
CtIDH_Casos_Esp_2010.pdf in page 657:   '$5.500,00'
CtIDH_Casos_Esp_2010.pdf in page 741:   '$10.000,00'
CtIDH_Casos_Esp_2010.pdf in page 748:   '$10.000.00'
CtIDH_Casos_Esp_2010.pdf in page 749:   '$700.000,00'
CtIDH_Casos_Esp_2010.pdf in page 750:   '$260'
CtIDH_Casos_Esp_2010.pdf in page 751:   '$25.000,00'
CtIDH_Casos_Esp_2010.pdf in page 859:   '$80,000.00'
CtIDH_Casos_Esp_2010.pdf in page 953:   '$1.000,00', '$1,125.00'
CtIDH_Casos_Esp_2010.pdf in page 954:   '$185,000.00', '$1,000.00', '$20,000.00', '$129,310.00', '$497,310.00', '$23,479.32'
CtIDH_Casos_Esp_2010.pdf in page 955:   '$75.000,00', '$80,000.00', '$50,000', '$50,000.00'
CtIDH_Casos_Esp_2010.pdf in page 956:   '$50,000.00'
CtIDH_Casos_Esp_2010.pdf in page 957:   '$80.000.00', '$40.000,00', '$50.000,00', '$10,000.00', '$15,000.00', '$6,200.00'
CtIDH_Casos_Esp_2010.pdf in page 958:   '$10,000.00', '$458,189.00', '$20,000.00', '$13,911.05', '$347', '$357,089.00', '$169.400.00'
CtIDH_Casos_Esp_2010.pdf in page 959:   '$91,589.00', '$81,689.00'
CtIDH_Casos_Esp_2010.pdf in page 960:   '$10.000,00'
seriec_248_esp.pdf in page 33:   '$250,000.00'
seriec_248_esp.pdf in page 81:   '$20.000', '$15.000'
seriec_248_esp.pdf in page 82:   '$20,000', '$15,000', '$15,000'
seriec_248_esp.pdf in page 86:   '$20.000'
seriec_248_esp.pdf in page 88:   '$175.000,00', '$1.068.000', '$3.325.605,65'
seriec_248_esp.pdf in page 89:   '$75.000,00', '$2.153,87', '$1.200', '$3.840.347,20'
seriec_248_esp.pdf in page 90:   '$140.000', '$100.000', '$50.000', '$40.000', '$150.0', '$140.000'
seriec_248_esp.pdf in page 91:   '$1.602,27', '$10.000'
seriec_248_esp.pdf in page 92:   '$1.842,27'
seriec_325_esp.pdf in page 73:   '$618,000'
seriec_325_esp.pdf in page 74:   '$330,000', '$110,000'
seriec_325_esp.pdf in page 111:   '$20,000.00', '$20,000.00', '$40,000.00'
seriec_325_esp.pdf in page 112:   '$5,000.00', '$5.000,00', '$5.000,00', '$5.500,00', '$20,000.00', '$15,000.00'
seriec_325_esp.pdf in page 113:   '$30,000.00', '$4,841.06', '$159.616,00'
seriec_325_esp.pdf in page 157:   '$618,000'
seriec_325_esp.pdf in page 164:   '$15,000.00', '$20,000.00', '$20,000.00'
seriec_221_esp.pdf in page 80:   '$300.000,00'
seriec_221_esp.pdf in page 81:   '$100.000,00', '$80,000.00'
seriec_154_esp.pdf in page 56:   '$56.000,00', '$347.321,00', '$10.000.000'
seriec_154_esp.pdf in page 57:   '$450.000,00'
seriec_154_esp.pdf in page 62:   '$10.000,00'
seriec_160_esp.pdf in page 30:   '$2.500'
seriec_160_esp.pdf in page 136:   '$448,761,412', '$2,000', '$50.000'
seriec_160_esp.pdf in page 140:   '$200'
seriec_160_esp.pdf in page 141:   '$300,00'
seriec_160_esp.pdf in page 143:   '$10.000,00', '$15.000,00', '$1.000,00'
seriec_160_esp.pdf in page 144:   '$5.000,00'
seriec_160_esp.pdf in page 145:   '$30.000,00', '$10.000,00', '$1.500,00', '$2.000,00'
seriec_299_esp.pdf in page 108:   '$45,000'
seriec_299_esp.pdf in page 109:   '$1,042,072.90'
seriec_299_esp.pdf in page 113:   '$160'
seriec_299_esp.pdf in page 116:   '$3,457.40'
seriec_299_esp.pdf in page 117:   '$3,457.40'
seriec_299_esp.pdf in page 121:   '$25,000.00'
seriec_261_esp.pdf in page 22:   '$250,000', '$30,000', '$20,000'
seriec_261_esp.pdf in page 55:   '$2.000,00', '$50.000', '$20.000,00', '$300,00', '$80,00', '$150,00', '$120,00', '$586,19', '$118,48', '$630,89', '$527,27', '$180', '$8.045,08', '$7.345,50', '$1.500,00', '$11.800,00', '$8.000,00', '$8.500,00', '$28.000,00', '$20.990,00', '$12.810,00', '$12.810,00', '$20.902,04', '$18.340,00', '$14.000,00', '$4.005,61', '$6.540,00', '$12.040,00', '$1.413,14', '$6.086,09', '$923,12', '$2.410,16', '$273,00', '$20.000,00'
seriec_261_esp.pdf in page 56:   '$300'
seriec_261_esp.pdf in page 57:   '$10,000'
CtIDH_Casos_Esp_2001.pdf in page 41:   '$125,000.00'
CtIDH_Casos_Esp_2001.pdf in page 44:   '$125.000,00'
CtIDH_Casos_Esp_2001.pdf in page 48:   '$6$3'
CtIDH_Casos_Esp_2001.pdf in page 49:   '$9468'
CtIDH_Casos_Esp_2001.pdf in page 50:   '$7˝6', '$73˝6', '$9˝6'
CtIDH_Casos_Esp_2001.pdf in page 52:   '$6˝6', '$8˝6', '$6˝6'
CtIDH_Casos_Esp_2001.pdf in page 53:   '$9˝6', '$7?47'
CtIDH_Casos_Esp_2001.pdf in page 59:   "$96'4"
CtIDH_Casos_Esp_2001.pdf in page 66:   '$8771'
CtIDH_Casos_Esp_2001.pdf in page 71:   '$987', '$987'
CtIDH_Casos_Esp_2001.pdf in page 73:   '$9874'
CtIDH_Casos_Esp_2001.pdf in page 75:   '$987ˆ16', '$9876', '$987', '$3,4'
CtIDH_Casos_Esp_2001.pdf in page 77:   '$6:6'
CtIDH_Casos_Esp_2001.pdf in page 84:   '$987'
CtIDH_Casos_Esp_2001.pdf in page 89:   '$69>76'
CtIDH_Casos_Esp_2001.pdf in page 90:   '$69 6'
CtIDH_Casos_Esp_2001.pdf in page 91:   '$6:5'
CtIDH_Casos_Esp_2001.pdf in page 92:   '$1892'
CtIDH_Casos_Esp_2001.pdf in page 93:   "$67'3"
CtIDH_Casos_Esp_2001.pdf in page 94:   '$673'
CtIDH_Casos_Esp_2001.pdf in page 96:   '$6;79', '$6;79', '$6;79'
CtIDH_Casos_Esp_2001.pdf in page 97:   '$66N5', '$66N55', '$66N55', '$66N55'
CtIDH_Casos_Esp_2001.pdf in page 100:   '$69>76'
CtIDH_Casos_Esp_2001.pdf in page 104:   '$5˚01'
CtIDH_Casos_Esp_2001.pdf in page 106:   '$839'
CtIDH_Casos_Esp_2001.pdf in page 138:   '$20.000,00', '$50.000,00'
CtIDH_Casos_Esp_2001.pdf in page 259:   '$45*2'
CtIDH_Casos_Esp_2001.pdf in page 266:   '$5-7'
CtIDH_Casos_Esp_2001.pdf in page 451:   '$5657'
CtIDH_Casos_Esp_2001.pdf in page 490:   '$3.000,00', '$900,00', '$400,00'
CtIDH_Casos_Esp_2001.pdf in page 509:   '$10.000,00', '$16.650,00', '$20.000,00', '$1.600,00', '$17.000,00', '$708.000,00', '$1.600,00'
CtIDH_Casos_Esp_2001.pdf in page 511:   '$108.759,00'
CtIDH_Casos_Esp_2001.pdf in page 512:   '$125.000,00'
CtIDH_Casos_Esp_2001.pdf in page 513:   '$125.000,00', '$10.000,00'
CtIDH_Casos_Esp_2001.pdf in page 514:   '$4.000,00'
CtIDH_Casos_Esp_2001.pdf in page 515:   '$20.000,00', '$15.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$1.000,00'
CtIDH_Casos_Esp_2001.pdf in page 516:   '$30.528,74'
CtIDH_Casos_Esp_2001.pdf in page 517:   '$60,00', '$25.855,00', '$25.855,00'
CtIDH_Casos_Esp_2001.pdf in page 518:   '$3.000,00', '$125.000,00'
CtIDH_Casos_Esp_2001.pdf in page 519:   '$10.000,00', '$7.000,00', '$27.000,00', '$20.000,00', '$1.000,00'
CtIDH_Casos_Esp_2001.pdf in page 520:   '$51.679,55'
CtIDH_Casos_Esp_2001.pdf in page 521:   '$82,82'
CtIDH_Casos_Esp_2001.pdf in page 523:   '$2.000,00', '$100.000,00', '$100.000,00', '$10.000,00'
CtIDH_Casos_Esp_2001.pdf in page 524:   '$5.000,00', '$25.000,00', '$20.000,00', '$1.000,00'
CtIDH_Casos_Esp_2001.pdf in page 525:   '$24.895,25', '$49.791,85'
CtIDH_Casos_Esp_2001.pdf in page 526:   '$82,82', '$32.814,00', '$32.814,00', '$2.000,00'
CtIDH_Casos_Esp_2001.pdf in page 527:   '$200.000', '$100.000,00', '$10.000,00'
CtIDH_Casos_Esp_2001.pdf in page 528:   '$20.000,00', '$2.000,00', '$22.000,00', '$1.000,00', '$5.500,00', '$1.620,00'
CtIDH_Casos_Esp_2001.pdf in page 529:   '$1.720,00', '$1.620,00'
CtIDH_Casos_Esp_2001.pdf in page 530:   '$234,75', '$78.372,00', '$39.186,00', '$39.186,00', '$13.062,00'
CtIDH_Casos_Esp_2001.pdf in page 531:   '$3.000,00', '$110.000,00', '$10.000,00'
CtIDH_Casos_Esp_2001.pdf in page 532:   '$40.000,00', '$35.000,00', '$15.000,00', '$10.000,00', '$15.000,00', '$5.000,00'
CtIDH_Casos_Esp_2001.pdf in page 533:   '$8.000,00', '$25.000,00', '$25.000,00', '$20.000,00'
CtIDH_Casos_Esp_2001.pdf in page 534:   '$10.000,00', '$8.000,00', '$15.000,00'
CtIDH_Casos_Esp_2001.pdf in page 535:   '$5.000,00', '$3.000,00'
CtIDH_Casos_Esp_2001.pdf in page 538:   '$30,000.00', '$15,000.00'
CtIDH_Casos_Esp_2001.pdf in page 540:   '$20.000,00', '$2.000,00', '$1.000,00'
CtIDH_Casos_Esp_2001.pdf in page 542:   '$108.759,00', '$10.000,00', '$54.000,00', '$20.000,00', '$15.000,00', '$5.000,00', '$5.000,00', '$5.000,00', '$4.000,00', '$25.855,00'
CtIDH_Casos_Esp_2001.pdf in page 543:   '$3.000,00', '$27.000,00', '$20.000,00', '$7.000,00', '$32.545,00', '$2.000,00', '$25.000,00', '$20.000,00', '$5.000,00'
